uniqid,Name,type,staff_com,formed_combined2,stat2,isic1_1,cat1_1,ABN,ABN status,ABN lookup name,ABN lookup score
1023,Federation of Ethnic Communities' Councils of Australia Inc,Citizen group,0.5,1979.0,ACT,,identity groups,23684792947.0,Active,FEDERATION OF ETHNIC COMMUNITIES COUNCILS OF AUSTRALIA,100.0
1024,Federation of Japan Societies,Leisure group,0.0,1999.0,NSW,,identity groups,41433969173.0,Active,NATIONAL FEDERATION OF AUSTRALIA JAPAN SOCIETIES,94.0
1025,Federation of Netherlands Societies Ltd,Leisure group,0.0,1967.0,NSW,,identity groups,86804496326.0,Active,FEDERATION OF NETHERLANDS SOCIETIES LIMITED,100.0
1027,Fellowship of Australian Writers Inc,Leisure group,0.0,1928.0,VIC,,arts and cultural,20923417049.0,Active,FELLOWSHIP OF AUSTRALIAN WRITERS (FAW) INC,97.0
1028,Females in Information Technology and Telecommunications,Professional group,0.0,1989.0,ACT,information and communication,occupational association,74089904450.0,Cancelled,INFO-IN.COM,87.0
1029,Fertility Society of Australia,Business association,0.0,,VIC,human health and social work activities,business organization,27006214115.0,Active,THE FERTILITY SOCIETY OF AUSTRALIA,100.0
1030,Field & Game Australia Inc,Citizen group,35.0,1958.0,VIC,,recreational,66074698785.0,Cancelled,FIELD & CO P/L,100.0
1031,Finance and Treasury Association Ltd,Professional group,1.0,1978.0,VIC,financial and insurance activities,occupational association,70006509655.0,Active,THE FINANCE & TREASURY ASSOCIATION LIMITED,100.0
1032,Finance Brokers Association of Australia,Professional group,6.0,1992.0,QLD,financial and insurance activities,occupational association,32080299707.0,Cancelled,FINANCE BROKERS ASSOCIATION OF AUSTRALIA,100.0
1033,Finance Sector Union of Australia,Trade union,152.0,1991.0,VIC,financial and insurance activities,union,27843406938.0,Active,FINANCE SECTOR UNION OF AUSTRALIA,100.0
1034,Financial Counselling Australia,Professional group,3.0,,QLD,financial and insurance activities,occupational association,67073167361.0,Active,FINANCIAL COUNSELLING AUSTRALIA INCORPORATED,100.0
1035,Financial Planning Association of Australia Ltd,Professional group,35.0,1992.0,NSW,financial and insurance activities,occupational association,62054174453.0,Active,FINANCIAL PLANNING ASSOCIATION OF AUSTRALIA LIMITED,100.0
1036,Financial Services Accountants Association,Professional group,2.0,,NSW,financial and insurance activities,occupational association,92001582065.0,Active,FINANCIAL SERVICES ACCOUNTANTS ASSOCIATION,100.0
1037,Financiers Association of Australia Ltd,Professional group,0.0,1935.0,NSW,financial and insurance activities,occupational association,61000028777.0,Active,FINANCIERS ASSOCIATION OF AUST LTD,100.0
1038,FINSIA - Financial Services Institute of Australia,Professional group,40.0,1886.0,NSW,financial and insurance activities,occupational association,54112241611.0,Cancelled,Finex Financial Services Pty Ltd,77.0
1039,Fire Protection Association Australia,Business association,11.0,1997.0,VIC,public administration and defence compulsory social security,business organization,30005366576.0,Active,FIRE PROTECTION ASSOCIATION AUSTRALIA,100.0
1041,Fitness Australia Ltd,Business association,23.0,,NSW,arts entertainmnent and recreation,business organization,51131422403.0,Active,FITNESS AUSTRALIA,100.0
1043,Flag Society of Australia,Leisure group,,1983.0,VIC,,recreational,17410901351.0,Active,FLAG SOCIETY OF AUSTRALIA INC,100.0
1044,Flight Attendants Association of Australia (Domestic/Regional Division),Trade union,,1992.0,NSW,transportation and storage,union,72742734217.0,Cancelled,FLIGHT ATTENDANTS ASSOCIATION OF AUSTRALIA-DOMEST IC/REGIONAL DIVISION,100.0
1045,Folk Alliance Australia,Citizen group,0.5,1996.0,SA,,arts and cultural,83170685098.0,Active,FOLK ALLIANCE AUSTRALIA,100.0
1046,Folk and Decorative Artists' Association of Australia Inc,Leisure group,0.0,1985.0,NSW,,arts and cultural,55304478067.0,Active,FOLK & DECORATIVE ARTISTS' ASSOCIATION OF AUSTRALIA INC,100.0
1047,Food and Beverage Importers Association Inc,Business association,,1983.0,VIC,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,53932472760.0,Active,FOOD & BEVERAGE IMPORTERS ASSOCIATION,100.0
1048,Food Safety Information Council,Service Group,0.0,1997.0,ACT,,disabled and health advocacy,58008715647.0,Active,FOOD SAFETY INFORMATION COUNCIL,100.0
1049,Football Federation Australia Ltd,Leisure group,,1963.0,NSW,,recreational,28106478068.0,Active,FOOTBALL FEDERATION AUSTRALIA LIMITED,100.0
1050,Foreign Correspondents Association of Australia,Professional group,0.5,1986.0,NSW,information and communication,occupational association,22876886597.0,Active,FOREIGN CORRESPONDENTS ASSOCIATION OF AUSTRALIA INC,100.0
1051,ForestWorks,Business association,25.0,1983.0,VIC,manufacturing,business organization,82799513464.0,Active,FORESTWORKS,100.0
1052,Foundation for Australia's Most Endangered Species Ltd,Citizen group,1.0,1993.0,SA,,public interest,79154823579.0,Active,FOUNDATION FOR AUSTRALIA'S MOST ENDANGERED SPECIES,100.0
1053,Foundation for National Parks and Wildlife,Service Group,4.0,1970.0,NSW,,public interest,90107744771.0,Active,FOUNDATION FOR NATIONAL PARKS & WILDLIFE,100.0
1054,Franchise Council of Australia Ltd,Business association,8.0,1983.0,VIC,administrative and support service activities,business organization,17002789988.0,Active,FRANCHISE COUNCIL OF AUSTRALIA LIMITED,100.0
1055,"Fred Hollows Foundation, The",Service Group,57.0,1992.0,NSW,,disabled and health advocacy,46070556642.0,Active,THE FRED HOLLOWS FOUNDATION,100.0
1056,Free Range Egg & Poultry Australia Ltd,Business association,0.5,1993.0,VIC,agriculture forestry and fishing,business organization,60358176711.0,Cancelled,FREE RANGE,97.0
1057,Free TV Australia,Business association,5.0,1960.0,NSW,information and communication,business organization,76101842184.0,Active,FREE TV AUSTRALIA LIMITED,100.0
1059,French Australian Chamber of Commerce and Industry,Business association,6.0,1899.0,NSW,other service activities,business organization,49002666926.0,Active,FRENCH AUSTRALIAN CHAMBER OF COMMERCE & INDUSTRY,100.0
1060,Friends of Libraries Australia Inc,Citizen group,1.0,1994.0,VIC,,arts and cultural,89065165086.0,Active,FRIENDS OF LIBRARIES AUSTRALIA INC,100.0
1061,Friends of the ABC,Citizen group,2.0,1976.0,VIC,,arts and cultural,54530872593.0,Active,FRIENDS OF THE A B C NSW INC,97.0
1062,Friends of the Earth,Citizen group,,1974.0,VIC,,public interest,18110769501.0,Active,FRIENDS OF EARTH,100.0
1063,Friends of the National Library of Australia Inc,Leisure group,1.0,1990.0,ACT,,arts and cultural,64612603447.0,Active,FRIENDS OF THE NATIONAL LIBRARY OF AUSTRALIA INCORPORATED,100.0
1064,Fruit Juice Australia,Business association,,,NSW,agriculture forestry and fishing,business organization,80427158468.0,Active,FRUIT AUSTRALIA,97.0
1065,Fund Executives Association,Professional group,1.0,1999.0,NSW,financial and insurance activities,occupational association,21086016131.0,Active,FUND EXECUTIVES ASSOCIATION LIMITED,100.0
1066,Fundraising Institute Australia,Professional group,9.0,1968.0,NSW,human health and social work activities,occupational association,51943541450.0,Active,FUNDRAISING INSTITUTE AUSTRALIA,100.0
1067,Furnishing Industry Association of Australia Ltd,Business association,8.0,1948.0,NSW,manufacturing,business organization,80000071787.0,Active,FURNISHING INDUSTRY ASSOCIATION OF AUSTRALIA LIMITED,100.0
1069,GAIN Inc,Citizen group,0.0,,WA,,disabled and health advocacy,24857596705.0,Active,G.A.I.N. INC,100.0
1070,Galvanizers Association of Australia,Business association,4.0,1963.0,VIC,manufacturing,business organization,60004579828.0,Active,GALVANIZERS ASSOCIATION OF AUSTRALIA,100.0
1072,Gamblers Anonymous,Service Group,0.0,1957.0,NSW,,social welfare and poor,35788090606.0,Active,GAMBLERS ANONYMOUS,100.0
1073,Game Developers' Association of Australia,Business association,2.0,1999.0,VIC,arts entertainmnent and recreation,business organization,17578560535.0,Active,GAME DEVELOPERS ASSOCIATION AUSTRALIA,100.0
1074,Game Fishing Association of Australia,Citizen group,0.5,1938.0,NSW,,recreational,24498365663.0,Active,GAME FISHING ASSOCIATION OF AUSTRALIA INC,100.0
1075,Gaming Technologies Association,Business association,1.0,1990.0,NSW,arts entertainmnent and recreation,business organization,70060130770.0,Active,GAMING TECHNOLOGIES ASSOCIATION LIMITED,100.0
1076,Garden Clubs of Australia Inc,Leisure group,0.0,1950.0,NSW,,recreational,74058867744.0,Active,THE GARDEN CLUB OF AUSTRALIA INCORPORATED,100.0
1077,Gas Appliance Manufacturers Association of Australia Inc,Business association,2.0,1957.0,VIC,manufacturing,business organization,76660439676.0,Active,GAS APPLIANCE MANUFACTURERS ASSOCIATION OF AUSTRALIA INC,100.0
1078,Gastroenterological Nurses College,Professional group,1.0,1978.0,VIC,human health and social work activities,occupational association,13007540805.0,Active,GASTROENTEROLOGICAL NURSES COLLEGE OF AUSTRALIA,97.0
1079,Gastroenterological Society of Australia,Professional group,,1959.0,VIC,human health and social work activities,occupational association,44001171115.0,Active,GASTROENTEROLOGICAL SOCIETY OF AUSTRALIA,100.0
1080,"Gawler Foundation, The",Service Group,7.0,1982.0,VIC,,disabled and health advocacy,79160595251.0,Active,THE GAWLER FOUNDATION INC,100.0
1081,Gemmological Association of Australia,Professional group,5.0,1946.0,VIC,professional scientific and technical activities,occupational association,45750541691.0,Active,GEMMOLOGICAL ASSN OF AUST INC,100.0
1082,Geological Society of Australia Inc,Professional group,2.0,1952.0,NSW,professional scientific and technical activities,occupational association,93652757443.0,Active,GEOLOGICAL SOCIETY OF AUSTRALIA INC,100.0
1083,German Australian Chamber of Industry and Commerce,Business association,8.0,1977.0,NSW,other service activities,business organization,75001428968.0,Active,GERMAN-AUSTRALIAN CHAMBER OF INDUSTRY & COMMERCE LTD,100.0
1084,German Austrian Society of Australia,Leisure group,1.0,1956.0,NSW,,identity groups,35000188625.0,Active,GERMAN AUSTRIAN SOCIETY OF AUSTRALIA LTD,100.0
1085,Girl Guides Australia,Leisure group,3.0,1910.0,NSW,,gender,62477364942.0,Cancelled,GIRL GUIDES AUSTRALIA INC,100.0
1086,Girls' Brigade Australia,Leisure group,0.0,1927.0,NSW,,gender,23684385668.0,Active,THE GIRLS BRIGADE AUSTRALIA INCORPORATED,100.0
1088,Glaucoma Australia Inc,Citizen group,3.0,1988.0,NSW,,disabled and health advocacy,52610716720.0,Active,GLAUCOMA AUSTRALIA INCORPORATED,100.0
1089,Gliding Federation of Australia,Leisure group,0.5,1949.0,VIC,,recreational,99008560263.0,Cancelled,GLIDING FEDERATION OF AUSTRALIA,100.0
1090,Goat Industry Council of Australia,Business association,0.0,1986.0,QLD,agriculture forestry and fishing,business organization,65501208347.0,Active,GOAT INDUSTRY COUNCIL OF AUSTRALIA,100.0
1093,Golf Australia,Business association,19.0,1898.0,VIC,arts entertainmnent and recreation,business organization,54118151894.0,Active,GOLF AUSTRALIA LIMITED,100.0
1095,Graduate Management Association of Australia,Professional group,1.5,1970.0,VIC,education,occupational association,29910302013.0,Active,GRADUATE MANAGEMENT ASSOCIATION OF AUSTRALIA INC,100.0
1096,Grain Growers Association Ltd,Business association,,1958.0,NSW,agriculture forestry and fishing,business organization,25000245269.0,Active,GRAIN GROWERS ASSOCIATION LIMITED,100.0
1097,Grain Producers Australia,Business association,,,ACT,agriculture forestry and fishing,business organization,63111059995.0,Active,GRAIN PRODUCERS AUSTRALIA LIMITED,100.0
1099,Graphic Arts Merchants Association of Australia Inc,Business association,1.0,1969.0,NSW,wholesale and retail trade repair of motor vehicles and motorcycles,business organization,56080861507.0,Cancelled,THE GRAPHIC ARTS MERCHANTS ASSOCIATION OF AUSTRALIA INCORPORATED,100.0
1100,Graphic Arts Services Association of Australia,Business association,,1923.0,NSW,information and communication,business organization,62451108554.0,Cancelled,GRAPHIC ARTS SERVICES ASSOCIATION OF AUSTRALIA,100.0
1101,Grassland Society of Southern Australia,Business association,0.5,1959.0,VIC,agriculture forestry and fishing,business organization,44750833648.0,Active,GRASSLAND SOCIETY OF SOUTHERN AUSTRALIA INC,100.0
1102,Greening Australia Ltd,Citizen group,275.0,1982.0,ACT,,public interest,40002963788.0,Active,GREENING AUSTRALIA,100.0
1103,Gridiron Australia,Business association,,,ACT,arts entertainmnent and recreation,business organization,70073881811.0,Active,GRIDIRON AUSTRALIA,100.0
1104,Group Training Australia,Professional group,7.0,1992.0,NSW,education,occupational association,24082751040.0,Active,GROUP TRAINING AUSTRALIA LIMITED,100.0
1106,Guiding Organisations Australia,Professional group,0.0,2003.0,QLD,administrative and support service activities,occupational association,16064985699.0,Active,GUIDING ORGANISATIONS AUSTRALIA INCORPORATED,100.0
1108,Gymnastics Australia,Business association,22.0,1949.0,VIC,arts entertainmnent and recreation,business organization,63125115424.0,Active,GYMNASTICS AUSTRALIA,100.0
1109,Gynaecological Cancer Society,Professional group,0.0,1997.0,QLD,human health and social work activities,occupational association,63773993588.0,Active,GYNAECOLOGICAL CANCER SOCIETY INC.,100.0
1110,Habitat for Humanity Australia,Service Group,11.0,1988.0,NSW,,social welfare and poor,17540084438.0,Cancelled,HABITAT FOR HUMANITY AUSTRALIA,100.0
1111,Haemophilia Foundation Australia Inc,Citizen group,2.0,1979.0,VIC,,disabled and health advocacy,89443537189.0,Active,HAEMOPHILIA FOUNDATION AUSTRALIA,100.0
1112,Hair and Beauty Australia,Business association,2.0,,NSW,other service activities,business organization,78133372200.0,Active,Hair and Beauty Australia Limited,100.0
1113,Hairdressing and Beauty Industry Association,Business association,,1927.0,VIC,other service activities,business organization,99064713718.0,Active,HAIRDRESSING & BEAUTY INDUSTRY ASSOCIATION,100.0
1114,Hand Tool Preservation Association of Australia Inc,Leisure group,0.0,1983.0,VIC,,arts and cultural,39601610139.0,Active,Hand Tool Preservation Association of Australia Inc.,100.0
1115,Hang Gliding Federation of Australia,Leisure group,3.0,1978.0,VIC,,recreational,15276389269.0,Active,HANG GLIDING FEDERATION OF AUSTRALIA,100.0
1116,Harness Racing Australia,Business association,4.0,1974.0,VIC,arts entertainmnent and recreation,business organization,19877460923.0,Active,HARNESS RACING AUSTRALIA INCORPORATED,100.0
1117,Hazelnut Growers of Australia,Business association,0.0,,NSW,agriculture forestry and fishing,business organization,43919328645.0,Active,HAZELNUT GROWERS AUSTRALIA,100.0
1118,Health Information Management Association of Australia Ltd,Professional group,8.0,1949.0,NSW,human health and social work activities,occupational association,54008451910.0,Active,HEALTH INFORMATION MANAGEMENT ASSOCIATION OF AUSTRALIA,100.0
1120,Heart Support Australia Ltd,Service Group,1.0,1986.0,ACT,,disabled and health advocacy,34008629221.0,Active,HEART SUPPORT AUSTRALIA,100.0
1121,Heating and Cooling Alliance of Australia Inc,Business association,0.0,1920.0,VIC,construction,business organization,56296473997.0,Active,HEATING AND COOLING ALLIANCE OF AUSTRALA,100.0
1122,Henry Lawson Literary and Memorial Society Inc,Leisure group,,1923.0,VIC,,arts and cultural,37973584870.0,Cancelled,Henry Lawson Memorial & Literary Society,96.0
1123,Hepatitis Australia,Citizen group,4.0,1997.0,ACT,,disabled and health advocacy,38442686487.0,Active,HEPATITIS AUSTRALIA INC,100.0
1125,Higher Education Research and Development Organisation of Australia,Professional group,1.0,1972.0,NSW,education,occupational association,65116782013.0,Active,Australian Higher Education and Development,90.0
1126,Hindu Council of Australia,Citizen group,,,NSW,,identity groups,32082437670.0,Active,HINDU COUNCIL OF AUSTRALIA,100.0
1127,Hire and Rental Industry Association Ltd,Business association,3.0,1972.0,NSW,administrative and support service activities,business organization,70093630847.0,Active,HIRE AND RENTAL INDUSTRY ASSOCIATION LIMITED,100.0
